@relation '/c:/Users/jmonteil/Documents/HCP Anywhere/Documents/Demos/demo Pol/MyMLSample/Data/MLAllData.arff'
@attribute Class {broken,healthy}
@attribute x numeric
@attribute y numeric
@attribute z numeric
@data
broken,41.9300332448,74.3238533073,117.319472377
broken,49.7045500598,77.9762290401,139.5658054779
broken,56.4897530151,72.1256232488,161.7397611493
broken,60.2423618712,55.288115058,176.3086853928
broken,59.053342636,32.0234953312,178.2730590877
broken,52.5661792829,10.6260062717,169.4305524151
broken,42.5005377602,-3.5455678372,155.5742295168
broken,31.4494724168,-10.4547630593,141.3276461199
broken,21.3924559025,-12.6520136101,128.6099207304
broken,13.2217832195,-12.6153114186,117.6726713466
broken,7.0208805064,-11.9343334039,108.2161289894
broken,2.4716291679,-11.4476715955,99.909636166
broken,-0.8690030153,-11.5513751097,92.530022104
broken,-3.432772318,-12.4330469748,85.9625523428
broken,-5.5928382356,-14.2144517556,80.1800081354
broken,-7.6620254804,-17.0319201107,75.2372262416
broken,-9.9108001917,-21.079035216,71.290794199
broken,-12.5911765975,-26.6226879339,68.6494359543
broken,-15.9587393183,-33.9869878704,67.8627272401
broken,-20.2855189708,-43.4744182668,69.8508526982
broken,-25.8508548018,-55.1522642306,76.0411877603
broken,-32.8831930647,-68.3796193511,88.3517675394
broken,-41.4023353735,-80.9648177347,108.5718958616
broken,-50.8973311402,-88.2278083909,136.3896741394
broken,-59.8566456803,-83.5045639051,166.1923365586
broken,-65.5321460543,-62.8139211738,186.713957215
broken,-64.879772083,-31.8366245068,189.2970719447
broken,-56.9494166647,-3.6552715867,176.8282152498
broken,-44.158821846,13.6235422522,158.8122452427
broken,-30.2910544624,20.9812371042,141.869913898
broken,-17.9857044864,22.8090685883,127.9950629891
broken,-8.1949589485,22.6262723708,116.9547273
broken,-0.7978634318,22.3747612384,108.0792916313
broken,4.763566489,22.9549120991,100.8841491898
broken,9.1294894354,24.7517037903,95.1592293963
broken,12.8788208806,27.9372933775,90.9324021131
broken,16.4928542798,32.6045989541,88.4447259506
broken,20.3596730017,38.7864217235,88.1582839852
broken,24.7820926949,46.375019145,90.7699589664
broken,29.9643950429,54.9286242478,97.1596926659
broken,35.9558100521,63.3603011134,108.1304698936
broken,42.5328879068,69.6142866787,123.7439013577
broken,49.0324236121,70.7268670378,142.2476343658
broken,54.2390900343,63.9788223164,159.3877024977
broken,56.576625782,49.2605093509,169.7827012716
broken,54.8207578385,30.5419504901,170.5002558838
broken,48.9938440749,13.6396076069,163.1156245778
broken,40.5088273226,2.1505485672,151.6332542138
broken,31.3028404213,-3.7849597036,139.363464649
broken,22.8817683913,-5.8348093558,127.8895732383
broken,15.989789732,-5.7740052753,117.601884061
broken,10.7664789302,-4.8322044638,108.4047367641
broken,7.0227949157,-3.6926387079,100.1030552643
broken,4.451090846,-2.6697229154,92.5336283707
broken,2.7420955433,-1.8703476955,85.5834214091
broken,1.635109166,-1.3005390224,79.1761804243
broken,0.9305536008,-0.9266692613,73.2574604293
broken,0.4848201139,-0.7069336331,67.7848281654
broken,0.1987992146,-0.6055123331,62.7225979927
broken,0.0057644432,-0.5976579314,58.0392831146
broken,-0.1390569267,-0.6707048462,53.706429438
broken,-0.2666524274,-0.8238236949,49.69810677
broken,-0.4003735316,-1.0680331495,45.9907356954
broken,-0.5606118399,-1.4272918007,42.563162017
broken,-0.7686150305,-1.9412177689,39.3970489796
broken,-1.0500396877,-2.6699809469,36.4778313435
broken,-1.4388255899,-3.7020966058,33.7967666405
broken,-1.9820106337,-5.166174315,31.3551900308
broken,-2.7462099172,-7.2481004051,29.1732409502
broken,-3.8266636343,-10.2155297215,27.3077034613
broken,-5.3599914953,-14.4514843085,25.8884069334
broken,-7.5419497704,-20.4968364811,25.1920947719
broken,-10.651122581,-29.0930185963,25.7900714875
broken,-15.0771776246,-41.188572425,28.8324721969
broken,-21.3439123767,-57.7920480379,36.5477148813
broken,-30.0914649354,-79.3451775009,52.9197198494
broken,-41.9123559511,-103.8847474936,83.800816886
broken,-56.7857299213,-123.1327325141,133.4811459694
broken,-72.7090105436,-118.9594410533,192.7099397674
broken,-83.8091138659,-74.6215038431,228.3526278309
broken,-81.6040874604,-8.5110548652,216.858593211
broken,-64.0617596376,37.0965362939,181.6547297863
broken,-39.783768614,53.8764628425,150.9439067772
broken,-17.3053130645,56.6218630573,131.8345558725
broken,0.4372092048,56.1554761279,122.1873225625
broken,13.8095932663,56.3483980085,119.2891901395
broken,24.0189064044,57.5714038384,121.4446812253
broken,32.0715057886,58.7927441599,127.4613863711
broken,38.4846029977,58.48822886,135.9514396638
broken,43.2854732047,55.2668684011,144.9384192458
broken,46.1610080518,48.5695773964,152.0525158349
broken,46.7390646945,39.1874840278,155.3519521288
broken,44.9266853345,29.043323783,154.1909018525
broken,41.1146785622,20.1963331054,149.320907131
broken,36.0942756525,13.8782608474,142.1790189127
broken,30.7624320993,10.2777859083,134.0923430296
broken,25.8461170135,8.9358563344,125.9277722576
broken,21.7876544505,9.2255613397,118.133192003
broken,18.7727521039,10.6335739737,110.9095519189
broken,16.8193493526,12.8481071168,104.3570797926
broken,15.8662512161,15.7463183518,98.563764843
broken,15.8374673286,19.3499111056,93.6559657476
broken,16.6804538351,23.7781044397,89.8360235589
broken,18.3838899802,29.2006983569,87.4228465407
broken,20.9799239906,35.7775375327,86.9001541431
broken,24.5313512407,43.5571952697,88.9597441502
broken,29.0975538077,52.2965452696,94.4910289065
broken,34.6653117586,61.1709643448,104.3997831448
broken,41.0266683793,68.4275027948,119.0634190581
broken,47.602868639,71.2833378817,137.3196813898
broken,53.2861812572,66.7401893243,155.5171171165
broken,56.5151431933,53.7651972969,168.2135549642
broken,55.8551561782,35.3660005745,171.4565974107
broken,50.9377588333,17.3744191409,165.7346165806
broken,42.8825573071,4.2901689239,154.8315525271
broken,33.6203840951,-2.9608492421,142.474437495
broken,24.8408880942,-5.8136255045,130.6810211974
broken,17.4838048305,-6.1421121113,120.0644050328
broken,11.8135847645,-5.342992624,110.5946369536
broken,7.6960061912,-4.2286344289,102.0765552871
broken,4.8340924424,-3.1922747282,94.3313851499
broken,2.9077643215,-2.3835333542,87.2325290327
broken,1.6378528793,-1.8302961297,80.6951848186
broken,0.8054971171,-1.5108226227,74.660208646
broken,0.2495803796,-1.3922355187,69.0827999365
broken,-0.144455436,-1.4491849131,63.9262922823
broken,-0.4575905105,-1.6721475988,59.1592503962
broken,-0.7490842117,-2.0713105672,54.754439055
broken,-1.066418537,-2.6796234743,50.6889684067
broken,-1.453587722,-3.5572134169,46.945557873
broken,-1.9584578888,-4.7986894024,43.5154738007
broken,-2.640113452,-6.54468976,40.4045482114
broken,-3.5772117659,-8.9991120881,37.6452091154
broken,-4.8784678433,-12.453462726,35.3203973744
broken,-6.6964666151,-17.3188419432,33.6109414122
broken,-9.2458366938,-24.1619377788,32.8885031007
broken,-12.8257009542,-33.7276152089,33.893470655
broken,-17.8421603753,-46.8903045987,38.0557528571
broken,-24.813714989,-64.3699894699,47.9923252241
broken,-34.3072208644,-85.8137573092,67.9611504757
broken,-46.6687896112,-107.5427707463,103.0378454442
broken,-61.2785450836,-118.919584687,153.6421060368
broken,-75.1123945884,-102.5599081158,203.7983244182
broken,-81.699797835,-52.1977666013,222.6977586917
broken,-74.6193103389,4.7500670852,203.2340855364
broken,-55.5706597571,38.1585287044,171.0953168926
broken,-33.0756545263,49.2565069807,145.2866702334
broken,-13.3159357647,50.7039604481,129.0372334133
broken,2.0488393264,50.2813277677,120.2266002121
broken,13.6246365523,50.7263551206,116.7787059468
broken,22.5290490087,52.342984949,117.4931306215
broken,29.6843936344,54.4193614414,121.6435561726
broken,35.6207859081,55.7953787476,128.4606392399
broken,40.4626881895,55.1999061021,136.7372042196
broken,43.9996204886,51.6828374949,144.7196948556
broken,45.8435925701,45.1374477641,150.4680597593
broken,45.6741178167,36.5666777135,152.5943172657
broken,43.4883321919,27.7176175775,150.8437519294
broken,39.7033606844,20.240086859,146.0095475362
broken,35.0321749663,15.0308572013,139.3200102751
broken,30.2318587027,12.1728107345,131.861503061
broken,25.8976871904,11.2753962617,124.3518976485
broken,22.3883373675,11.8385926612,117.187327209
broken,19.856398638,13.4614898502,110.5757137806
broken,18.3216205289,15.9077272122,104.6510365499
broken,17.7422861329,19.094577318,99.5473441224
broken,18.0668360173,23.0542164434,95.4466097452
broken,19.2638073196,27.8866006116,92.6175463588
broken,21.3332777097,33.7020974833,91.4539125374
broken,24.3017944553,40.5375647488,92.5064382646
broken,28.1983793258,48.2201515703,96.4771318751
broken,33.0036046645,56.1573365776,104.1006623118
broken,38.5605003236,63.0806412343,115.787181553
broken,44.4453341422,66.9184184779,130.9354304198
broken,49.8388743828,65.2126827465,147.1599319103
broken,53.52858839,56.486148414,160.3609806333
broken,54.2384027958,41.9925960071,166.6082514394
broken,51.2994091665,25.8120113367,164.761296113
broken,45.1824336874,12.3177966549,156.9115035808
broken,37.2949207996,3.5932363917,146.26752038
broken,29.2065165417,-0.7037545886,135.1817784313
broken,22.0280514704,-1.9637292314,124.7421486131
broken,16.270024102,-1.5239768329,115.2297070649
broken,11.9994638776,-0.285891668,106.5984445635
broken,9.0509785467,1.2660356184,98.7307649258
broken,7.1825922439,2.93773918,91.5276724726
broken,6.1638275086,4.7127103523,84.925992931
broken,5.8155593911,6.6790042401,78.8955892921
broken,6.0227861548,8.9915351258,73.4379513711
broken,6.7352859079,11.8595308226,68.593602982
broken,7.9651046874,15.5500799469,64.46281141
broken,9.7854987497,20.3996239433,61.2465521148
broken,12.3328887961,26.822529748,59.3198704365
broken,15.8104026246,35.2948335157,59.3548576715
broken,20.4866660385,46.2629556959,62.505218085
broken,26.6729755562,59.868377787,70.6131040198
broken,34.6398720916,75.2924286566,86.2056197047
broken,44.3964856672,89.5342780734,111.5689917791
broken,55.2295558447,96.0778221377,145.6891906051
broken,65.033139755,86.1061307224,179.6090806376
broken,70.0906575872,56.4787664818,197.8673403427
broken,66.8238037219,18.6765248489,193.0775370428
broken,55.2684567924,-10.2467677035,174.1304966389
broken,39.5448029134,-24.7585647449,153.2961723838
broken,24.1119946754,-29.4400256176,136.1711962517
broken,11.2595098051,-29.9405347272,123.3068209769
broken,1.3714991173,-29.6495169222,113.774597387
broken,-6.0735447322,-30.1035097397,106.7421075528
broken,-11.840736334,-31.8763544576,101.7915462562
broken,-16.6492846837,-35.112159682,98.8678495416
broken,-21.0803746833,-39.7441955804,98.1882970504
broken,-25.5596916986,-45.522065507,100.1651438827
broken,-30.3506614126,-51.9163393308,105.2917083673
broken,-35.526424113,-57.9549638116,113.9013884665
broken,-40.9092736406,-62.1054357585,125.7222575891
broken,-45.9963525489,-62.446735016,139.3135720037
broken,-49.944444341,-57.426760598,151.8566731478
broken,-51.7402002427,-47.0925541469,160.0106670047
broken,-50.6247651797,-33.7515537108,161.7325197169
broken,-46.5751944272,-20.9127519665,157.4486154888
broken,-40.4162082366,-11.2238389438,149.3214522947
broken,-33.4100396063,-5.4352437072,139.6248508502
broken,-26.6960885905,-2.9090573723,129.82081228
broken,-20.9872010982,-2.5800748855,120.5607133669
broken,-16.5694908071,-3.5455558182,112.0288312051
broken,-13.4437464098,-5.2348901169,104.2270240902
broken,-11.4736208995,-7.3751079019,97.121693162
broken,-10.4899777801,-9.9074090596,90.7013680798
broken,-10.3501612871,-12.9165246364,84.9985041692
broken,-10.966088491,-16.5856581075,80.1069875471
broken,-12.3147851989,-21.1713101298,76.2114269033
broken,-14.4403511823,-26.9847011107,73.6383221792
broken,-17.4509951651,-34.3581465164,72.9366649131
broken,-21.5087114894,-43.5580124485,74.9857410487
broken,-26.8005437196,-54.5760360672,81.0881452424
broken,-33.466661883,-66.6992932305,92.891185286
broken,-41.4424934064,-77.805673463,111.7509989937
broken,-50.16965662,-83.7048824825,137.0024860947
broken,-58.218110827,-78.8423815572,163.4934031919
broken,-63.1679358022,-60.2752823909,181.7456171018
broken,-62.4736989835,-32.9315800958,184.6341386672
broken,-55.3835904505,-7.5753119234,174.2045067648
broken,-43.909603604,8.7158631861,158.1355561458
broken,-31.2794915743,16.187135277,142.2774983948
broken,-19.88750113,18.3291883185,128.7379378209
broken,-10.7154956624,18.2458137681,117.5614016239
broken,-3.7647813991,17.78545493,108.2478168369
broken,1.4072753199,17.8655453696,100.3664471083
broken,5.3572601318,18.9069420563,93.6827343127
broken,8.6091837937,21.1192357006,88.1423118712
broken,11.6115962513,24.6527728715,83.8510836119
broken,14.7414786402,29.6621131519,81.0883099619
broken,18.322430923,36.3011058483,80.3547121861
broken,22.6373129051,44.6391873111,82.4389836841
broken,27.9177627625,54.4577669705,88.4462517199
broken,34.2873637724,64.8716548814,99.6364891603
broken,41.6275936386,73.7983192696,116.7733362025
broken,49.34856779,77.6400909512,138.7056787649
broken,56.1385333487,72.2109613886,160.7795277963
broken,59.9959160783,55.9001713075,175.6049122797
broken,59.0129373333,32.9785242961,178.0623555305
broken,52.7646782044,11.582503464,169.6562095289
broken,42.8809562667,-2.8002213561,156.027936528
broken,31.9174736372,-9.9344669872,141.8411858953
broken,21.8730078874,-12.2769781973,129.1021018209
broken,13.677011227,-12.2993500436,118.1167314292
broken,7.4426845221,-11.6124908431,108.6059239689
broken,2.8694424345,-11.0743894384,100.242463062
broken,-0.477077215,-11.0917342302,92.8000253961
broken,-3.0245948987,-11.8547256653,86.1578027754
broken,-5.1438262827,-13.4817198105,80.2794678324
broken,-7.1449207293,-16.101541408,75.2056214634
broken,-9.2945096922,-19.8983119808,71.0698288227
broken,-11.8394222415,-25.1312881637,68.1436010602
broken,-15.0294700628,-32.1271175058,66.9183739205
broken,-19.1329054491,-41.2194523775,68.2309850811
broken,-24.4336767119,-52.5727110618,73.4127618694
broken,-31.1870449559,-65.7714465701,84.3410121377
broken,-39.4873013433,-79.037079878,103.0112378216
broken,-48.9792481916,-88.1962295169,129.8780121849
broken,-58.3913237097,-86.6133827414,160.6402144957
broken,-65.1646178773,-68.9045788391,184.5668695471
broken,-66.0622085081,-38.457883563,191.1107784027
broken,-59.4371705213,-8.1412117133,180.7122983261
broken,-47.1261404074,11.7969353573,162.7715611282
broken,-32.9846022239,20.8779687746,145.1087392685
broken,-20.0575851842,23.4562249866,130.5101515569
broken,-9.6142707432,23.4616414001,118.960860994
broken,-1.6760518289,23.1527477452,109.7680083982
broken,4.2828600689,23.5922063137,102.3803340513
broken,8.9171031677,25.2310942982,96.5358419426
broken,12.832461039,28.259346203,92.228928084
broken,16.5349134784,32.7650440667,89.6766388038
broken,20.4301448196,38.7665382678,89.3168310342
broken,24.8308792471,46.1407027416,91.8135547288
broken,29.9452368858,54.4404705253,98.0000049309
broken,35.8240929593,62.6027276581,108.6241587104
broken,42.250965287,68.6510898187,123.7181533628
broken,48.5869951746,69.7662175954,141.5983782663
broken,53.6700085556,63.3694872315,158.2340267308
broken,55.9978834378,49.3181992958,168.5129376058
broken,54.3947592437,31.2941218029,169.5485280342
broken,48.8506062579,14.8064025597,162.67531854
broken,40.6799973703,3.403216403,151.6364374303
broken,31.7335699382,-2.6245576505,139.6479574321
broken,23.4876193169,-4.7922235092,128.3204465721
broken,16.7004570386,-4.7966985548,118.0983300962
broken,11.5411396962,-3.8441125216,108.9253979321
broken,7.8486791639,-2.615676167,100.6280647289
broken,5.3372338845,-1.4260273943,93.0536142287
broken,3.7140511776,-0.3762778534,86.0944309113
broken,2.7323722102,0.5427452689,79.6779105933
broken,2.2068617442,1.3915246708,73.7531938228
broken,2.0111808466,2.2531935741,68.2825413221
broken,2.0692639012,3.2237374776,63.2374776788
broken,2.3463375595,4.4135854864,58.5985921033
broken,2.842477062,5.9564520826,54.3586791869
broken,3.5898310669,8.023679676,50.5303270442
broken,4.6539547331,10.8438130476,47.1611288787
broken,6.1395207286,14.7275579427,44.3631257673
broken,8.20064966,20.096751113,42.3691303647
broken,11.0557140087,27.5096603441,41.6386801288
broken,15.0046611292,37.6561617761,43.0498022542
broken,20.4410212845,51.2466628838,48.2156900333
broken,27.8343752683,68.6026609738,59.8916828571
broken,37.6187638376,88.5510452699,82.0692174138
broken,49.8425113814,106.1570813382,118.270466792
broken,63.358008171,110.2393754434,165.3159832724
broken,74.6095363164,87.0844347667,204.9510242413
broken,77.6035119444,38.6144014578,213.6209197493
broken,68.2461254276,-8.4408819814,193.062097818
broken,49.8412436495,-34.3155618831,164.964152268
broken,29.6436103216,-42.8070447937,142.4951860595
broken,12.255453094,-43.885749018,127.5528275917
broken,-1.2184354129,-43.5390218315,118.4532790199
broken,-11.3753761534,-44.0594899943,113.6183136942
broken,-19.2195634752,-45.918291937,112.1950491508
broken,-25.627258306,-48.7912460649,113.8209057421
broken,-31.1866153681,-51.9384997675,118.2805662337
broken,-36.167067624,-54.3351791157,125.1701034011
broken,-40.527414382,-54.8180048198,133.5971249892
broken,-43.9571560871,-52.4111912069,142.0526482907
broken,-45.9861245158,-46.8220870046,148.6713811364
broken,-46.1867555131,-38.8095580953,151.9104852487
broken,-44.4162281328,-30.0029730899,151.2287868629
broken,-40.9570469225,-22.1518891972,147.195245166
broken,-36.4438090685,-16.3782912848,140.9797654239
broken,-31.6280848004,-12.9630639824,133.7332513675
